word	log10(p)	rank
婕妤	   -5.3543	6647
折射	   -5.3546	6648
让给	   -5.3554	6649
豪芬	   -5.3554	6650
早逝	   -5.3557	6651
急状	   -5.3557	6652
独孤	   -5.3560	6653
艋舺	   -5.3560	6654
枪杀	   -5.3563	6655
燕豪	   -5.3563	6656
雨辰	   -5.3563	6657
防洪	   -5.3568	6658
酸铵	   -5.3574	6659
冰锦	   -5.3577	6660
饥饿	   -5.3580	6661
董卓	   -5.3583	6662
咪咪	   -5.3583	6663
贿赂	   -5.3585	6664
围困	   -5.3591	6665
疑犯	   -5.3591	6666
昂贵	   -5.3597	6667
抵御	   -5.3597	6668
递归	   -5.3600	6669
仇恨	   -5.3600	6670
层楼	   -5.3611	6671
鼠疫	   -5.3614	6672
暴雪	   -5.3617	6673
液压	   -5.3620	6674
嘧啶	   -5.3623	6675
卖给	   -5.3628	6676
鼎盛	   -5.3631	6677
锦绣	   -5.3631	6678
圆满	   -5.3634	6679
防疫	   -5.3637	6680
侍御	   -5.3637	6681
肥皂	   -5.3640	6682
壬午	   -5.3640	6683
杀伤	   -5.3643	6684
魏晋	   -5.3649	6685
狭叶	   -5.3652	6686
盗窃	   -5.3654	6687
盐酸	   -5.3657	6688
紫菀	   -5.3660	6689
围墙	   -5.3663	6690
袋鼠	   -5.3663	6691
握把	   -5.3663	6692
拆迁	   -5.3666	6693
绕着	   -5.3672	6694
温莎	   -5.3672	6695
操锦	   -5.3675	6696
莉乃	   -5.3675	6697
旧宅	   -5.3684	6698
蔡健	   -5.3686	6699
胞菌	   -5.3686	6700
累积	   -5.3695	6701
翠屏	   -5.3698	6702
辛酉	   -5.3707	6703
步步	   -5.3707	6704
热烈	   -5.3716	6705
飘啊	   -5.3716	6706
啊飘	   -5.3716	6707
悬浮	   -5.3719	6708
采样	   -5.3722	6709
舅舅	   -5.3722	6710
漫步	   -5.3728	6711
仁杰	   -5.3728	6712
热血	   -5.3728	6713
贿罪	   -5.3731	6714
诈骗	   -5.3745	6715
遗忘	   -5.3751	6716
巡防	   -5.3754	6717
银杏	   -5.3757	6718
催眠	   -5.3757	6719
短跑	   -5.3769	6720
占婆	   -5.3772	6721
兆麟	   -5.3775	6722
虾仁	   -5.3781	6723
娄底	   -5.3784	6724
狭窄	   -5.3790	6725
随便	   -5.3796	6726
便携	   -5.3799	6727
疑惑	   -5.3802	6728
坚赞	   -5.3802	6729
预览	   -5.3805	6730
湘桂	   -5.3808	6731
兹涅	   -5.3808	6732
魏惠	   -5.3811	6733
跳跃	   -5.3814	6734
飞虎	   -5.3814	6735
盟杯	   -5.3814	6736
苯丙	   -5.3814	6737
态检	   -5.3814	6738
枫叶	   -5.3817	6739
癸巳	   -5.3817	6740
乙酉	   -5.3823	6741
跟着	   -5.3826	6742
跳远	   -5.3826	6743
杏奈	   -5.3826	6744
感照	   -5.3829	6745
幻象	   -5.3832	6746
硅酸	   -5.3835	6747
诸暨	   -5.3835	6748
纽芬	   -5.3835	6749
腹蛛	   -5.3835	6750
聂荣	   -5.3847	6751
煤炱	   -5.3850	6752
剿匪	   -5.3853	6753
肥胖	   -5.3853	6754
晚餐	   -5.3856	6755
哀悼	   -5.3859	6756
鸡蛋	   -5.3859	6757
备忘	   -5.3859	6758
轩辕	   -5.3865	6759
激励	   -5.3878	6760
僵尸	   -5.3881	6761
悠遊	   -5.3881	6762
藤健	   -5.3881	6763
弟姐	   -5.3887	6764
庚申	   -5.3890	6765
腺苷	   -5.3893	6766
适宜	   -5.3896	6767
仙桃	   -5.3896	6768
舒适	   -5.3896	6769
饶舌	   -5.3902	6770
葵芳	   -5.3902	6771
码摄	   -5.3911	6772
暴乱	   -5.3914	6773
嫡兄	   -5.3921	6774
奢侈	   -5.3927	6775
精细	   -5.3927	6776
坟墓	   -5.3927	6777
益智	   -5.3933	6778
雪橇	   -5.3933	6779
染症	   -5.3933	6780
滑稽	   -5.3936	6781
罪恶	   -5.3936	6782
雪姬	   -5.3936	6783
沉睡	   -5.3936	6784
莎莎	   -5.3939	6785
犀牛	   -5.3942	6786
尖端	   -5.3945	6787
庶姊	   -5.3945	6788
橡树	   -5.3948	6789
朴智	   -5.3948	6790
晶宫	   -5.3948	6791
欢喜	   -5.3955	6792
盘锦	   -5.3955	6793
晋绥	   -5.3955	6794
毁坏	   -5.3955	6795
徒步	   -5.3958	6796
骨灰	   -5.3958	6797
幕僚	   -5.3961	6798
匾额	   -5.3961	6799
昼夜	   -5.3967	6800
私塾	   -5.3973	6801
秒差	   -5.3973	6802
哩哔	   -5.3973	6803
掠夺	   -5.3977	6804
嫡姊	   -5.3980	6805
捕虫	   -5.3986	6806
欲骨	   -5.3989	6807
荣臻	   -5.3992	6808
赣榆	   -5.3992	6809
冰壶	   -5.3998	6810
佩妮	   -5.3998	6811
玩偶	   -5.4002	6812
猴桃	   -5.4005	6813
守仁	   -5.4005	6814
沁右	   -5.4005	6815
堆积	   -5.4014	6816
矢吹	   -5.4014	6817
狗狗	   -5.4017	6818
担忧	   -5.4020	6819
汐止	   -5.4020	6820
膜炎	   -5.4024	6821
遥远	   -5.4027	6822
焚烧	   -5.4027	6823
吞噬	   -5.4030	6824
降临	   -5.4036	6825
借鉴	   -5.4039	6826
稻埕	   -5.4039	6827
坚守	   -5.4039	6828
欣彤	   -5.4039	6829
让她	   -5.4046	6830
按摩	   -5.4049	6831
停泊	   -5.4049	6832
酷刑	   -5.4065	6833
避孕	   -5.4068	6834
氛围	   -5.4071	6835
抓捕	   -5.4074	6836
充值	   -5.4074	6837
鼓舞	   -5.4074	6838
媳妇	   -5.4074	6839
氹仔	   -5.4081	6840
折磨	   -5.4084	6841
零陵	   -5.4084	6842
货膨	   -5.4090	6843
玛依	   -5.4090	6844
骄傲	   -5.4090	6845
棋盘	   -5.4094	6846
阶梯	   -5.4094	6847
亲戚	   -5.4094	6848
戊寅	   -5.4094	6849
毅腾	   -5.4094	6850
己卯	   -5.4097	6851
固态	   -5.4103	6852
己巳	   -5.4103	6853
辛店	   -5.4110	6854
傈僳	   -5.4113	6855
暴徒	   -5.4113	6856
射精	   -5.4113	6857
坍塌	   -5.4116	6858
収録	   -5.4116	6859
汞柱	   -5.4116	6860
贫穷	   -5.4129	6861
测轨	   -5.4132	6862
峯岸	   -5.4136	6863
侵害	   -5.4139	6864
倾斜	   -5.4142	6865
招呼	   -5.4142	6866
扶桑	   -5.4142	6867
折返	   -5.4142	6868
软卧	   -5.4145	6869
店铺	   -5.4149	6870
亭侯	   -5.4149	6871
爷爷	   -5.4152	6872
削减	   -5.4152	6873
淮阴	   -5.4155	6874
祥符	   -5.4155	6875
篇幅	   -5.4158	6876
焦柳	   -5.4158	6877
敏捷	   -5.4158	6878
简繁	   -5.4165	6879
悬崖	   -5.4168	6880
扣押	   -5.4171	6881
输给	   -5.4171	6882
贴吧	   -5.4171	6883
沉淀	   -5.4175	6884
猎鹰	   -5.4175	6885
妮莎	   -5.4175	6886
载荷	   -5.4175	6887
浪财	   -5.4178	6888
象厅	   -5.4181	6889
拜访	   -5.4184	6890
寄宿	   -5.4188	6891
欅坂	   -5.4188	6892
较短	   -5.4191	6893
傻瓜	   -5.4191	6894
滑锦	   -5.4198	6895
拓荒	   -5.4201	6896
幽魂	   -5.4201	6897
虚乎	   -5.4201	6898
沦陷	   -5.4204	6899
蜂蜜	   -5.4208	6900
豺狼	   -5.4211	6901
忠臣	   -5.4214	6902
盱眙	   -5.4214	6903
寰宇	   -5.4214	6904
码兽	   -5.4221	6905
液晶	   -5.4224	6906
淀粉	   -5.4231	6907
备役	   -5.4244	6908
静冈	   -5.4247	6909
谢讷	   -5.4247	6910
焚毁	   -5.4251	6911
珠穆	   -5.4254	6912
招聘	   -5.4254	6913
延寿	   -5.4257	6914
阎锡	   -5.4261	6915
侵占	   -5.4261	6916
爆笑	   -5.4261	6917
圆顶	   -5.4264	6918
鸢尾	   -5.4264	6919
鸳鸯	   -5.4267	6920
筋混	   -5.4267	6921
楠梓	   -5.4267	6922
陵寝	   -5.4271	6923
喜羊	   -5.4274	6924
推崇	   -5.4281	6925
菜菜	   -5.4284	6926
骨髓	   -5.4284	6927
隔壁	   -5.4287	6928
宇佐	   -5.4291	6929
屏障	   -5.4294	6930
箭炮	   -5.4314	6931
轴承	   -5.4314	6932
悬疑	   -5.4314	6933
船帆	   -5.4318	6934
悲伤	   -5.4318	6935
棵树	   -5.4321	6936
脱氧	   -5.4321	6937
陪伴	   -5.4324	6938
序幕	   -5.4328	6939
孔祥	   -5.4335	6940
砵亭	   -5.4341	6941
若琳	   -5.4345	6942
套房	   -5.4345	6943
浩劫	   -5.4348	6944
披针	   -5.4355	6945
冷静	   -5.4358	6946
坪坝	   -5.4358	6947
摩棱	   -5.4362	6948
梦蝶	   -5.4362	6949
谈笑	   -5.4362	6950
佩剑	   -5.4365	6951
陵菜	   -5.4369	6952
振宇	   -5.4369	6953
杀戮	   -5.4372	6954
负载	   -5.4372	6955
牲畜	   -5.4379	6956
粟裕	   -5.4379	6957
焦虑	   -5.4382	6958
惑仔	   -5.4382	6959
邮轮	   -5.4386	6960
坑壁	   -5.4386	6961
脆弱	   -5.4389	6962
墙壁	   -5.4393	6963
休假	   -5.4396	6964
裕介	   -5.4396	6965
叛徒	   -5.4400	6966
悠悠	   -5.4400	6967
坑底	   -5.4400	6968
骨折	   -5.4403	6969
偏差	   -5.4406	6970
敦促	   -5.4406	6971
侧壁	   -5.4410	6972
识符	   -5.4417	6973
淑珍	   -5.4420	6974
轮廓	   -5.4424	6975
遣词	   -5.4424	6976
柯洁	   -5.4427	6977
割让	   -5.4427	6978
妻妾	   -5.4427	6979
衍射	   -5.4431	6980
撰稿	   -5.4431	6981
尖叫	   -5.4431	6982
撒旦	   -5.4434	6983
鼠尾	   -5.4441	6984
埔墟	   -5.4441	6985
秋冬	   -5.4448	6986
蒸馏	   -5.4448	6987
晋冀	   -5.4448	6988
泄漏	   -5.4451	6989
巨额	   -5.4455	6990
洪卓	   -5.4455	6991
赤柱	   -5.4458	6992
蚂蚁	   -5.4462	6993
依附	   -5.4465	6994
仍旧	   -5.4465	6995
遣返	   -5.4465	6996
脂鲤	   -5.4465	6997
樟树	   -5.4469	6998
辛巳	   -5.4469	6999
烯酸	   -5.4469	7000
脊髓	   -5.4472	7001
丰顺	   -5.4472	7002
隐蔽	   -5.4476	7003
磨损	   -5.4476	7004
狂欢	   -5.4476	7005
穹顶	   -5.4479	7006
牧羊	   -5.4483	7007
仙剑	   -5.4486	7008
温柔	   -5.4490	7009
崇禧	   -5.4490	7010
焦耳	   -5.4497	7011
赠送	   -5.4497	7012
滑坡	   -5.4501	7013
胶澳	   -5.4504	7014
庚午	   -5.4504	7015
婚妻	   -5.4504	7016
絶対	   -5.4504	7017
吠陀	   -5.4508	7018
辛卯	   -5.4508	7019
吹雪	   -5.4511	7020
氟乙	   -5.4515	7021
弥陀	   -5.4518	7022
倭寇	   -5.4518	7023
酶抑	   -5.4518	7024
斎藤	   -5.4522	7025
僧侣	   -5.4525	7026
右仆	   -5.4525	7027
爆丸	   -5.4525	7028
诗琳	   -5.4529	7029
癸酉	   -5.4532	7030
赤羽	   -5.4532	7031
抄截	   -5.4536	7032
阮兆	   -5.4539	7033
玲玲	   -5.4543	7034
叛逃	   -5.4550	7035
厌恶	   -5.4564	7036
巡迴	   -5.4572	7037
临沧	   -5.4575	7038
塘沽	   -5.4575	7039
丙申	   -5.4579	7040
乳糖	   -5.4579	7041
丙烷	   -5.4582	7042
锻炼	   -5.4586	7043
舰载	   -5.4586	7044
芭蕉	   -5.4593	7045
卵巢	   -5.4593	7046
棘豆	   -5.4593	7047
廉价	   -5.4597	7048
辅酶	   -5.4600	7049
核磁	   -5.4604	7050
罂粟	   -5.4604	7051
泌尿	   -5.4608	7052
鸭绿	   -5.4615	7053
尉迟	   -5.4618	7054
鹤岗	   -5.4626	7055
蛛侠	   -5.4629	7056
猫猫	   -5.4633	7057
乙巳	   -5.4637	7058
溥仪	   -5.4637	7059
弓箭	   -5.4637	7060
剪刀	   -5.4644	7061
凡妮	   -5.4644	7062
静止	   -5.4651	7063
油脂	   -5.4651	7064
悲惨	   -5.4658	7065
凤尾	   -5.4658	7066
玛莎	   -5.4658	7067
炸毁	   -5.4666	7068
午餐	   -5.4666	7069
紧邻	   -5.4669	7070
梨树	   -5.4673	7071
输厅	   -5.4673	7072
寡妇	   -5.4680	7073
岳庙	   -5.4680	7074
抱怨	   -5.4680	7075
捕鱼	   -5.4684	7076
侏儒	   -5.4684	7077
臭氧	   -5.4688	7078
癸亥	   -5.4688	7079
符爽	   -5.4692	7080
蟾蜍	   -5.4695	7081
闽侯	   -5.4695	7082
油坊	   -5.4699	7083
螳螂	   -5.4703	7084
祭酒	   -5.4703	7085
络审	   -5.4706	7086
俊昊	   -5.4706	7087
译习	   -5.4706	7088
瘫痪	   -5.4710	7089
咸镜	   -5.4710	7090
鬼怪	   -5.4710	7091
茱萸	   -5.4710	7092
猜猜	   -5.4710	7093
奶仙	   -5.4710	7094
硫磺	   -5.4714	7095
崎町	   -5.4714	7096
霜奶	   -5.4714	7097
庚烷	   -5.4717	7098
苇溪	   -5.4721	7099
滋味	   -5.4725	7100
透镜	   -5.4725	7101
乙醚	   -5.4725	7102
爆裂	   -5.4729	7103
追悼	   -5.4732	7104
蜜瓜	   -5.4736	7105
耀烨	   -5.4736	7106
仄仄	   -5.4740	7107
乳腺	   -5.4740	7108
缩减	   -5.4743	7109
壬寅	   -5.4751	7110
鼓吹	   -5.4755	7111
薄熙	   -5.4755	7112
邵逸	   -5.4755	7113
短缺	   -5.4755	7114
莲塘	   -5.4755	7115
迦牟	   -5.4755	7116
阴茎	   -5.4755	7117
姿态	   -5.4758	7118
废黜	   -5.4758	7119
守恒	   -5.4762	7120
楚瑜	   -5.4762	7121
梨奈	   -5.4762	7122
把握	   -5.4777	7123
讷韦	   -5.4777	7124
醴陵	   -5.4781	7125
振荡	   -5.4785	7126
核弹	   -5.4788	7127
彼岸	   -5.4788	7128
轨距	   -5.4792	7129
崖墓	   -5.4792	7130
抽签	   -5.4796	7131
阻挡	   -5.4796	7132
甘榜	   -5.4796	7133
谥曰	   -5.4796	7134
针灸	   -5.4800	7135
蜈蚣	   -5.4800	7136
荨麻	   -5.4800	7137
寸汞	   -5.4800	7138
绥靖	   -5.4803	7139
刺猬	   -5.4803	7140
奕匡	   -5.4803	7141
尊严	   -5.4815	7142
归附	   -5.4815	7143
丙寅	   -5.4819	7144
詹妮	   -5.4826	7145
捆绑	   -5.4830	7146
屋鉄	   -5.4830	7147
润滑	   -5.4834	7148
锯齿	   -5.4834	7149
蕊妮	   -5.4834	7150
残骸	   -5.4841	7151
淑芬	   -5.4841	7152
静脉	   -5.4841	7153
沉迷	   -5.4845	7154
沉船	   -5.4853	7155
胜负	   -5.4857	7156
焉耆	   -5.4868	7157
盐池	   -5.4880	7158
傲慢	   -5.4880	7159
泛滥	   -5.4884	7160
吸毒	   -5.4887	7161
睿羊	   -5.4887	7162
紫薇	   -5.4887	7163
满载	   -5.4899	7164
菖蒲	   -5.4899	7165
琴弦	   -5.4899	7166
濒临	   -5.4907	7167
蛞蝓	   -5.4907	7168
贺岁	   -5.4911	7169
郁症	   -5.4914	7170
诱惑	   -5.4918	7171
戊申	   -5.4918	7172
膀胱	   -5.4922	7173
掩盖	   -5.4922	7174
宏远	   -5.4922	7175
凤鸣	   -5.4926	7176
乙酯	   -5.4926	7177
灿烂	   -5.4930	7178
讯娱	   -5.4934	7179
馥甄	   -5.4938	7180
毒蛇	   -5.4946	7181
虔诚	   -5.4946	7182
掣签	   -5.4950	7183
顶尖	   -5.4957	7184
抓兔	   -5.4957	7185
羊肉	   -5.4961	7186
赞赏	   -5.4961	7187
壬申	   -5.4961	7188
偷偷	   -5.4969	7189
圆锥	   -5.4969	7190
付款	   -5.4973	7191
坚固	   -5.4977	7192
舌尖	   -5.4981	7193
猪肉	   -5.4981	7194
漫遊	   -5.4981	7195
磨坊	   -5.4985	7196
顺便	   -5.4985	7197
箭筒	   -5.4989	7198
龟兹	   -5.4997	7199
奶粉	   -5.4997	7200
锈钢	   -5.4997	7201
嵯峨	   -5.5001	7202
按惯	   -5.5001	7203
丙胺	   -5.5001	7204
粗糙	   -5.5005	7205
祝贺	   -5.5013	7206
审讯	   -5.5013	7207
渔船	   -5.5016	7208
仡佬	   -5.5016	7209
苯胺	   -5.5016	7210
怀远	   -5.5020	7211
紧凑	   -5.5024	7212
慎吾	   -5.5024	7213
断绝	   -5.5028	7214
炎症	   -5.5028	7215
桔梗	   -5.5036	7216
董必	   -5.5040	7217
绝缘	   -5.5040	7218
抵押	   -5.5044	7219
熟练	   -5.5048	7220
宏傣	   -5.5048	7221
篆刻	   -5.5052	7222
醍醐	   -5.5056	7223
艰苦	   -5.5060	7224
坎廷	   -5.5064	7225
漆咸	   -5.5068	7226
弹驱	   -5.5072	7227
豫皖	   -5.5084	7228
检疫	   -5.5089	7229
烯醇	   -5.5089	7230
侠盗	   -5.5089	7231
铜鼓	   -5.5093	7232
穿透	   -5.5097	7233
舒淇	   -5.5097	7234
磷脂	   -5.5105	7235
拥抱	   -5.5105	7236
避暑	   -5.5109	7237
摇摆	   -5.5109	7238
毒药	   -5.5109	7239
麻豆	   -5.5109	7240
冒犯	   -5.5109	7241
鹤壁	   -5.5113	7242
潇湘	   -5.5113	7243
酰氯	   -5.5117	7244
蝶姐	   -5.5117	7245
浓厚	   -5.5121	7246
妨碍	   -5.5121	7247
迷惑	   -5.5125	7248
笨蛋	   -5.5125	7249
血症	   -5.5125	7250
奉旨	   -5.5125	7251
吃饭	   -5.5129	7252
柏柏	   -5.5133	7253
哲哉	   -5.5141	7254
潜伏	   -5.5150	7255
胸罩	   -5.5150	7256
较差	   -5.5158	7257
薄膜	   -5.5162	7258
贬低	   -5.5166	7259
幼稚	   -5.5166	7260
杯预	   -5.5166	7261
束缚	   -5.5174	7262
篠崎	   -5.5174	7263
鳍鱼	   -5.5174	7264
桂芳	   -5.5178	7265
乞丐	   -5.5182	7266
卖淫	   -5.5186	7267
端午	   -5.5191	7268
咳嗽	   -5.5191	7269
橐吾	   -5.5191	7270
鹿豹	   -5.5195	7271
罪嫌	   -5.5195	7272
彭羚	   -5.5195	7273
祭坛	   -5.5203	7274
私鉄	   -5.5203	7275
隙蛛	   -5.5203	7276
逼迫	   -5.5207	7277
亿吨	   -5.5207	7278
拆毁	   -5.5207	7279
豪宅	   -5.5207	7280
磁浮	   -5.5211	7281
赏赐	   -5.5211	7282
呋喃	   -5.5220	7283
兜铃	   -5.5220	7284
临洮	   -5.5232	7285
趣味	   -5.5232	7286
秦沛	   -5.5232	7287
萌萌	   -5.5232	7288
洗礼	   -5.5232	7289
麻辣	   -5.5236	7290
页截	   -5.5236	7291
苯酚	   -5.5241	7292
廖亦	   -5.5241	7293
树蛙	   -5.5241	7294
售额	   -5.5245	7295
肌梗	   -5.5249	7296
茅盾	   -5.5257	7297
锦衣	   -5.5257	7298
逃犯	   -5.5266	7299
剥削	   -5.5266	7300
乙亥	   -5.5266	7301
咽喉	   -5.5270	7302
迎娶	   -5.5270	7303
乞伏	   -5.5270	7304
诛杀	   -5.5274	7305
螺钉	   -5.5274	7306
戒严	   -5.5278	7307
窈窕	   -5.5278	7308
槟榔	   -5.5283	7309
慧珍	   -5.5283	7310
沛霖	   -5.5287	7311
呼唤	   -5.5291	7312
蜜蜜	   -5.5291	7313
硬卧	   -5.5299	7314
罪孽	   -5.5308	7315
笑顔	   -5.5308	7316
负伤	   -5.5316	7317
免填	   -5.5316	7318
刑罚	   -5.5321	7319
嘲笑	   -5.5321	7320
冰箱	   -5.5329	7321
蜂鸟	   -5.5329	7322
彩蛋	   -5.5333	7323
糖苷	   -5.5333	7324
淑妃	   -5.5333	7325
渡轮	   -5.5338	7326
鲤鱼	   -5.5346	7327
巨蛇	   -5.5346	7328
血糖	   -5.5351	7329
狐娱	   -5.5351	7330
困惑	   -5.5355	7331
夺走	   -5.5355	7332
漏斗	   -5.5355	7333
呼籲	   -5.5359	7334
淑敏	   -5.5359	7335
激怒	   -5.5359	7336
荚蒾	   -5.5359	7337
虚幻	   -5.5363	7338
霉菌	   -5.5363	7339
隐患	   -5.5368	7340
僧伽	   -5.5372	7341
樟宜	   -5.5376	7342
拓宽	   -5.5376	7343
听觉	   -5.5376	7344
虫笼	   -5.5376	7345
免做	   -5.5376	7346
汇丰	   -5.5381	7347
触摸	   -5.5385	7348
猎犬	   -5.5385	7349
零零	   -5.5389	7350
烦恼	   -5.5389	7351
喜悦	   -5.5394	7352
邮箱	   -5.5394	7353
减灾	   -5.5407	7354
探访	   -5.5411	7355
槐树	   -5.5411	7356
欺诈	   -5.5420	7357
琊榜	   -5.5420	7358
茶屋	   -5.5433	7359
随笔	   -5.5446	7360
慈悲	   -5.5446	7361
昂坪	   -5.5446	7362
稻荷	   -5.5446	7363
免敬	   -5.5446	7364
朴槿	   -5.5450	7365
奉祀	   -5.5459	7366
経済	   -5.5463	7367
赏识	   -5.5468	7368
赞誉	   -5.5477	7369
赔款	   -5.5477	7370
潘朵	   -5.5477	7371
谊勋	   -5.5477	7372
担负	   -5.5481	7373
茄苳	   -5.5481	7374
猜恭	   -5.5481	7375
勃勃	   -5.5486	7376
眼泪	   -5.5490	7377
厉害	   -5.5490	7378
盗贼	   -5.5490	7379
乘积	   -5.5494	7380
敦刻	   -5.5494	7381
彬彬	   -5.5499	7382
亦崟	   -5.5499	7383
芋螺	   -5.5503	7384
仍侵	   -5.5503	7385
慷慨	   -5.5508	7386
燕尾	   -5.5508	7387
剑锦	   -5.5512	7388
玲珑	   -5.5521	7389
汝霖	   -5.5521	7390
肝脏	   -5.5521	7391
异丙	   -5.5521	7392
陪葬	   -5.5530	7393
萎缩	   -5.5534	7394
亏损	   -5.5539	7395
翠珊	   -5.5539	7396
融危	   -5.5543	7397
闪耀	   -5.5543	7398
劫掠	   -5.5548	7399
偷渡	   -5.5552	7400
腹菌	   -5.5552	7401
肉丝	   -5.5557	7402
便捷	   -5.5561	7403
奶茶	   -5.5561	7404
豆豆	   -5.5561	7405
淳熙	   -5.5575	7406
羔羊	   -5.5593	7407
肋骨	   -5.5593	7408
旋桨	   -5.5598	7409
沮渠	   -5.5602	7410
栅栏	   -5.5602	7411
诗篇	   -5.5602	7412
茶陵	   -5.5607	7413
疑侵	   -5.5607	7414
扎赉	   -5.5611	7415
棺材	   -5.5616	7416
浣熊	   -5.5616	7417
浓缩	   -5.5620	7418
宅邸	   -5.5620	7419
端姑	   -5.5629	7420
帐篷	   -5.5629	7421
琴谱	   -5.5629	7422
圈套	   -5.5629	7423
股股	   -5.5634	7424
叠氮	   -5.5639	7425
徘徊	   -5.5643	7426
宫崎	   -5.5643	7427
吸烟	   -5.5648	7428
恒丰	   -5.5652	7429
柑橘	   -5.5657	7430
鸿胪	   -5.5657	7431
硫氰	   -5.5657	7432
扫荡	   -5.5662	7433
榜眼	   -5.5662	7434
癫痫	   -5.5666	7435
靺鞨	   -5.5666	7436
溜冰	   -5.5666	7437
彩绘	   -5.5671	7438
疟疾	   -5.5671	7439
妹淘	   -5.5671	7440
惨败	   -5.5675	7441
驾崩	   -5.5680	7442
隐瞒	   -5.5680	7443
壬烷	   -5.5680	7444
弹袭	   -5.5685	7445
喀喀	   -5.5685	7446
袁惟	   -5.5685	7447
巧妙	   -5.5689	7448
慧玲	   -5.5694	7449
愚蠢	   -5.5699	7450
烟雾	   -5.5703	7451
粒细	   -5.5717	7452
碑亭	   -5.5717	7453
横扫	   -5.5722	7454
仲恺	   -5.5722	7455
负荷	   -5.5731	7456
乃麟	   -5.5731	7457
盛斌	   -5.5731	7458
氯苯	   -5.5741	7459
骑尉	   -5.5741	7460
哮喘	   -5.5745	7461
孢菌	   -5.5745	7462
肾脏	   -5.5750	7463
灯鱼	   -5.5750	7464
汝珍	   -5.5759	7465
弥撒	   -5.5764	7466
赤裸	   -5.5764	7467
齿兽	   -5.5764	7468
茶菜	   -5.5769	7469
瀬戸	   -5.5774	7470
囊菌	   -5.5774	7471
页浏	   -5.5778	7472
冲积	   -5.5783	7473
销毁	   -5.5792	7474
筹款	   -5.5797	7475
湘鄂	   -5.5797	7476
盗猎	   -5.5811	7477
粘贴	   -5.5816	7478
伤寒	   -5.5816	7479
暴潮	   -5.5826	7480
忠贤	   -5.5831	7481
乙炔	   -5.5835	7482
抽籤	   -5.5835	7483
倒闭	   -5.5835	7484
横幅	   -5.5835	7485
蒲桃	   -5.5845	7486
圆桌	   -5.5850	7487
患肺	   -5.5850	7488
瑠璃	   -5.5850	7489
捜査	   -5.5850	7490
禅额	   -5.5859	7491
摇篮	   -5.5869	7492
答曰	   -5.5869	7493
药材	   -5.5874	7494
圆盘	   -5.5874	7495
洗澡	   -5.5888	7496
番薯	   -5.5893	7497
咆哮	   -5.5898	7498
鄂豫	   -5.5903	7499
须弥	   -5.5903	7500
烘焙	   -5.5908	7501
泛函	   -5.5913	7502
药剂	   -5.5913	7503
脱脱	   -5.5913	7504
咖哩	   -5.5918	7505
御宅	   -5.5918	7506
甫琴	   -5.5918	7507
宜鑫	   -5.5918	7508
苦苣	   -5.5923	7509
勤奋	   -5.5923	7510
漂浮	   -5.5923	7511
买买	   -5.5923	7512
贾坎	   -5.5927	7513
铃薯	   -5.5932	7514
冰舞	   -5.5932	7515
难忘	   -5.5937	7516
沐浴	   -5.5937	7517
梓潼	   -5.5937	7518
磺胺	   -5.5937	7519
犹豫	   -5.5942	7520
伏羲	   -5.5947	7521
肉桂	   -5.5952	7522
阻断	   -5.5952	7523
枋寮	   -5.5952	7524
矿难	   -5.5962	7525
睾丸	   -5.5967	7526
捷潘	   -5.5967	7527
侍魂	   -5.5967	7528
蜂窝	   -5.5972	7529
乃馨	   -5.5972	7530
压倒	   -5.5982	7531
欺凌	   -5.5982	7532
幻冬	   -5.5982	7533
吲哚	   -5.5982	7534
插槽	   -5.5987	7535
肝菌	   -5.5992	7536
慈禧	   -5.5997	7537
靓颖	   -5.6006	7538
拥挤	   -5.6006	7539
寂静	   -5.6006	7540
迷幻	   -5.6006	7541
睡觉	   -5.6016	7542
偲菘	   -5.6016	7543
杭甬	   -5.6026	7544
竞走	   -5.6031	7545
圆唇	   -5.6031	7546
硬碟	   -5.6036	7547
镍币	   -5.6036	7548
售卖	   -5.6036	7549
殿霞	   -5.6042	7550
姑姑	   -5.6042	7551
栏杆	   -5.6042	7552
肝癌	   -5.6047	7553
桁架	   -5.6047	7554
套筒	   -5.6047	7555
怪怪	   -5.6052	7556
敬瑭	   -5.6052	7557
堕胎	   -5.6052	7558
谱仪	   -5.6057	7559
汽缸	   -5.6057	7560
搁浅	   -5.6062	7561
翠苑	   -5.6062	7562
兆尹	   -5.6067	7563
裸露	   -5.6072	7564
勋勋	   -5.6072	7565
湘阴	   -5.6072	7566
烷烃	   -5.6077	7567
墨脱	   -5.6082	7568
御殿	   -5.6082	7569
廖敏	   -5.6087	7570
呕吐	   -5.6092	7571
吾妻	   -5.6092	7572
腺嘌	   -5.6092	7573
狼蛛	   -5.6092	7574
繁缕	   -5.6097	7575
偏振	   -5.6107	7576
软骨	   -5.6107	7577
踩踏	   -5.6118	7578
挑衅	   -5.6118	7579
侍奉	   -5.6123	7580
袁淑	   -5.6123	7581
芳芳	   -5.6128	7582
怪盗	   -5.6128	7583
寨沟	   -5.6133	7584
姿势	   -5.6133	7585
朴俊	   -5.6133	7586
惊讶	   -5.6138	7587
撕裂	   -5.6138	7588
圆寂	   -5.6138	7589
洗劫	   -5.6143	7590
蕾丝	   -5.6143	7591
衙署	   -5.6148	7592
猛虎	   -5.6148	7593
孩童	   -5.6154	7594
沿袭	   -5.6159	7595
